source_folder,base_image,docker_image_name,image_size,package_extraction,dependency_installation,dockerfile_generated,executable,dockergeneration-time-real,dockergeneration-time-user,dockergeneration-time-sys,detected_dependencies,installed_dependencies,ms-base-image,minimal-set,advanced-dependencies,extended-base,code-inspection-time,overall-time,execution-error,dockerfile-error,error-label
rdb/applied-pred-13.2,rapt-base,applied-pred-13.2,840128768,renv,smart,1,0,6m30.940s,0m0.460s,0m0.315s,6,11,1,0,1,0,40.22222685813904,-,12.50000 FALSE FALSE\r\nEicosenoic 3.176471 14.58333 FALSE FALSE\r\n\x1b[?25h\x1b[?25h\x1b[?25h\x1b[?25h\x1b[?25hError: Required packages are missing: mda\r\nExecution halted\r\n\x1b[?25h',-,HIDDEN_DEP
rdb/applied-pred-13.2,rapt-base,applied-pred-13.2,843519387,renv,smart,1,0,7m0.246s,0m0.473s,0m0.318s,6,12,1,0,1,0,39.57235884666443,-,"largest value.\r\nThe final values used for the model were size = 5 and decay = 0.\r\n\x1b[?25h\x1b[?25h\x1b[?25h\x1b[?25hError: Required packages are missing: earth\r\nExecution halted\r\n\x1b[?25h""",-,HIDDEN_DEP
rdb/applied-pred-13.2,rapt-base,applied-pred-13.2,854748415,renv,smart,1,0,7m35.723s,0m0.511s,0m0.348s,6,13,1,0,1,0,41.51075100898743,710.7047791481018,"Namespace(j <- i[[1L]] c(lib.loc .libPaths()) versionCheck = vI[[j]]):\r\n namespace \xe2\x80\x98Rcpp\xe2\x80\x99 1.0.3 is already loaded but >= 1.0.7 is required\r\nExecution halted\r\n\x1b[?25h""",-,RUNTIME_ERROR
rdb/applied-pred-13.2,jupyr-base,applied-pred-13.2,2553027620,renv,all-only-source,1,1,6m32.612s,0m1.137s,0m1.435s,6,13,1,0,1,0,38.13366222381592,556.228227853775,-,-,
rdb/applied-pred-13.2,rver-base,applied-pred-13.2,1294190956,renv,all-only-source,1,0,47m26.608s,0m2.572s,0m1.849s,6,13,1,0,1,0,49.060171127319336,3043.723510980606,"using the largest value.\r\nThe final value used for the model was k = 1.\r\n\x1b[?25hError in library(klaR) : there is no package called \xe2\x80\x98klaR\xe2\x80\x99\r\nExecution halted\r\n\x1b[?25h""",-,RUNTIME_ERROR
rdb/fuzzy-logic,jupyr-base,fuzzy-logic,2659874198,renv,all-only-source,1,0,2m45.892s,0m0.278s,0m0.211s,8,11,1,0,1,0,39.02860903739929,221.04353713989258,"n\x1b[?25h[1] 2638 9\r\n\x1b[?25h\x1b[?25h\x1b[?25hError in readTabular(mapping = list(content = ""TITLE"" id = ""ID"")) : \r\n could not find function ""readTabular""\r\nExecution halted\r\n\x1b[?25h'",-,RUNTIME_ERROR
rdb/fuzzy-logic,rapt-base,fuzzy-logic,1030241699,renv,smart,1,0,6m40.627s,0m0.494s,0m0.368s,8,11,1,0,1,0,33.24364185333252,446.3560240268707,"n\x1b[?25h[1] 2638 9\r\n\x1b[?25h\x1b[?25h\x1b[?25hError in readTabular(mapping = list(content = ""TITLE"" id = ""ID"")) : \r\n could not find function ""readTabular""\r\nExecution halted\r\n\x1b[?25h'",-,
rdb/fuzzy-logic,rapt-base,fuzzy-logic,1030242159,renv,smart,1,0,5m58.411s,0m0.459s,0m0.337s,8,11,1,0,1,1,33.8542902469635,410.33148527145386,"n\x1b[?25h[1] 2638 9\r\n\x1b[?25h\x1b[?25h\x1b[?25hError in readTabular(mapping = list(content = ""TITLE"" id = ""ID"")) : \r\n could not find function ""readTabular""\r\nExecution halted\r\n\x1b[?25h'",-,RUNTIME_ERROR

rdb/us-500,jupyr-base,us-500,2505452053,renv,all-only-source,1,1,0m2.301s,0m0.089s,0m0.063s,4,7,1,0,1,0,30.37559485435486,40.77199983596802,-,-,
rdb/us-500,jupyr-base,us-500,2505451557,renv,all-only-source,1,1,0m3.264s,0m0.130s,0m0.074s,4,4,1,1,1,0,13.124208927154541,22.455179929733276,-,-,
rdb/us-500,jupyr-base,us-500,2505451715,renv,all-only-source,1,1,0m2.218s,0m0.109s,0m0.072s,4,5,1,1,1,0,16.626874685287476,25.8519549369812,-,-,
rdb/us-500,jupyr-base,us-500,2505452161,renv,all-only-source,1,1,0m2.776s,0m0.130s,0m0.077s,4,5,1,1,1,0,17.052300691604614,26.399755001068115,-,-,
